Unique Key,Created Date,Closed Date,Agency Name,Complaint Type,Location Type,Incident Zip,Street Name,City,Status,Community Board,Borough
21089051,08/22/2011 12:00 AM,08/22/2011 12:00 AM,Department of Environmental Protection,Hazardous Materials,,10031,WEST 136 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21089053,08/22/2011 12:00 AM,08/24/2011 12:00 AM,Department of Environmental Protection,Noise,,10021,EAST 71 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21089055,08/22/2011 12:00 AM,08/22/2011 12:00 AM,Department of Environmental Protection,Sewer,,10032,SAINT NICHOLAS AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21089084,08/22/2011 12:00 AM,08/22/2011 12:00 AM,Department of Environmental Protection,Sewer,,10022,EAST 50 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21089097,08/22/2011 12:00 AM,08/22/2011 12:00 AM,Department of Environmental Protection,Sewer,,10029,LEXINGTON AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21090813,08/23/2011 12:00 AM,10-10-2011 0:00,Department of Parks and Recreation,Dead Tree,Street,10065,EAST 65 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21090944,08/24/2011 12:00 AM,08/24/2011 12:00 AM,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10014,WEST 4 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21090965,08/23/2011 12:00 AM,09/16/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10029,EAST 106 STREET,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21091142,08/23/2011 12:00 AM,08/29/2011 12:00 AM,Department of Transportation,Sidewalk Condition,Sidewalk,10002,ORCHARD STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21091148,08/23/2011 12:00 AM,08/24/2011 12:00 AM,Department of Consumer Affairs,Consumer Complaint,,10025,WEST 95 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21096567,08/24/2011 12:00 AM,09-09-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10025,WEST 95 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21096703,08/24/2011 12:00 AM,08/24/2011 12:00 AM,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10014,GREENWICH AVENUE,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21096704,08/24/2011 12:00 AM,08/24/2011 12:00 AM,New York City Police Department,Blocked Driveway,Street/Sidewalk,10010,EAST 26 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21096733,08/24/2011 12:00 AM,08/24/2011 12:00 AM,Department of Information Technology and Telecommunications,Public Payphone Complaint,Street and Sidewalk,10019,WEST 52 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21096734,08/24/2011 12:00 AM,08/24/2011 12:00 AM,Department of Information Technology and Telecommunications,Public Payphone Complaint,Street and Sidewalk,10019,WEST 52 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21096771,08/24/2011 12:00 AM,09-01-2011 0:00,Department of Transportation,Street Condition,Street,10021,EAST 70 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21091300,08/23/2011 12:00 AM,09-08-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10002,ELDRIDGE STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21091301,08/23/2011 12:00 AM,08/23/2011 12:00 AM,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10019,WEST 52 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21091383,08/23/2011 12:00 AM,09-08-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10033,WEST 181 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21091393,08/23/2011 12:00 AM,08/24/2011 12:00 AM,Bureau of Fire Prevention - Highrise Unit - Inspections,EAP Inspection - F59,Street Address,10016,EAST 40 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21091461,08/23/2011 12:00 AM,08/24/2011 12:00 AM,Department of Transportation,Broken Muni Meter,Street,10022,EAST 52 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21086053,08/23/2011 12:00 AM,08/23/2011 12:00 AM,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10040,WEST 190 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21086055,08/23/2011 12:00 AM,08/23/2011 12:00 AM,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10028,EAST 82 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21086082,08/22/2011 12:00 AM,08/22/2011 12:00 AM,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10012,MACDOUGAL STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21089103,08/22/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Noise,,10036,WEST 47 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21089108,08/22/2011 12:00 AM,08/22/2011 12:00 AM,Department of Environmental Protection,Sewer,,10128,EAST 95 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21089109,08/22/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Sewer,,10019,WEST 58 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21089138,08/22/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Water System,,10035,2 AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21089158,08/22/2011 12:00 AM,08/22/2011 12:00 AM,Department of Environmental Protection,Sewer,,10014,CHRISTOPHER STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21092181,08/23/2011 12:00 AM,08/24/2011 12:00 AM,Exemption Unit,DOF Parking - Tax Exemption,Address,10005,BROAD STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21092202,08/23/2011 12:00 AM,08/25/2011 12:00 AM,Bureau of Fire Prevention - Highrise Unit - Inspections,EAP Inspection - F59,Street Address,10016,PARK AVENUE SOUTH,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21092204,08/23/2011 12:00 AM,10-06-2011 0:00,Department of Transportation,Sidewalk Condition,Sidewalk,10019,WEST 49 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21092223,08/24/2011 12:00 AM,08/24/2011 12:00 AM,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10026,MANHATTAN AVENUE,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21092351,08/23/2011 12:00 AM,08/24/2011 12:00 AM,Department of Consumer Affairs,Consumer Complaint,,10019,WEST 57 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21092352,08/23/2011 12:00 AM,09-01-2011 0:00,Department of Transportation,Sidewalk Condition,Sidewalk,10019,WEST 57 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21092526,08/23/2011 12:00 AM,08/24/2011 12:00 AM,New York City Police Department,Illegal Parking,Street/Sidewalk,10030,WEST 144 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21092540,08/23/2011 12:00 AM,08/24/2011 12:00 AM,Bureau of Fire Prevention - Highrise Unit - Inspections,EAP Inspection - F59,Street Address,10017,PARK AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21092640,08/24/2011 12:00 AM,08/24/2011 12:00 AM,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10033,CABRINI BOULEVARD,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21092644,08/24/2011 12:00 AM,09/19/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10035,EAST 117 STREET,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21092645,08/24/2011 12:00 AM,08/24/2011 12:00 AM,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10016,3 AVENUE,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21092659,08/23/2011 12:00 AM,08/23/2011 12:00 AM,New York City Police Department,Illegal Parking,Street/Sidewalk,10065,EAST 66 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21092696,08/23/2011 12:00 AM,09/13/2011 12:00 AM,Taxi and Limousine Commission,Taxi Complaint,,10001,WEST 33 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21092697,08/23/2011 12:00 AM,09-02-2011 0:00,Department of Transportation,Street Sign - Damaged,Street,10018,6 AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21092702,08/23/2011 12:00 AM,09/27/2011 12:00 AM,Department of Information Technology and Telecommunications,Public Payphone Complaint,,10038,FULTON STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21092721,08/23/2011 12:00 AM,08/29/2011 12:00 AM,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10030,WEST 137 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21086785,08/22/2011 12:00 AM,08/26/2011 12:00 AM,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10031,WEST 147 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21088140,08/22/2011 12:00 AM,08/26/2011 12:00 AM,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10031,WEST 147 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21089162,08/22/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Noise,,10023,RIVERSIDE DRIVE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21089166,08/22/2011 12:00 AM,08/25/2011 12:00 AM,Department of Environmental Protection,Air Quality,,10025,WEST 104 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21089170,08/22/2011 12:00 AM,09/28/2011 12:00 AM,Department of Environmental Protection,Noise,,10025,WEST 104 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21089183,08/22/2011 12:00 AM,08/22/2011 12:00 AM,Department of Environmental Protection,Sewer,,10003,BROADWAY,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21089199,08/22/2011 12:00 AM,08/30/2011 12:00 AM,Department of Environmental Protection,Water System,,10007,MURRAY STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21089200,08/22/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Sewer,,10011,WEST 21 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21089202,08/22/2011 12:00 AM,08/25/2011 12:00 AM,Department of Environmental Protection,Noise,,10039,WEST 147 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21089204,08/22/2011 12:00 AM,08/22/2011 12:00 AM,Department of Environmental Protection,Water System,,10065,EAST 66 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21089205,08/22/2011 12:00 AM,08/25/2011 12:00 AM,Department of Environmental Protection,Noise,,10065,EAST 63 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21093114,08/23/2011 12:00 AM,08/29/2011 12:00 AM,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10030,WEST 137 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21093195,08/23/2011 12:00 AM,08/29/2011 12:00 AM,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10030,WEST 137 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21093247,08/23/2011 12:00 AM,08/26/2011 12:00 AM,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10030,ADAM C POWELL BOULEVARD,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
20949942,08-02-2011 0:00,08-11-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10039,8 AVENUE,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21095595,08/23/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Water System,,10001,WEST 34 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21095597,08/23/2011 12:00 AM,10-04-2011 0:00,Department of Environmental Protection,Water System,,10016,EAST 38 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21095600,08/23/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Water System,,10011,WEST 13 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21095607,08/23/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Hazardous Materials,,10024,WEST 78 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21095827,08/23/2011 12:00 AM,08/24/2011 12:00 AM,Department of Environmental Protection,Asbestos,,10024,WEST 89 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21095828,08/23/2011 12:00 AM,08/24/2011 12:00 AM,Department of Environmental Protection,Noise,,10075,EAST 79 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21095832,08/23/2011 12:00 AM,08/24/2011 12:00 AM,Department of Environmental Protection,Water System,,10002,LUDLOW STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21095834,08/23/2011 12:00 AM,08/24/2011 12:00 AM,Department of Environmental Protection,Hazardous Materials,,10029,EAST 103 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
20955463,08-02-2011 0:00,09/22/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,Commercial Building,10010,WEST 23 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21095899,08/24/2011 12:00 AM,08/24/2011 12:00 AM,New York City Police Department,Homeless Encampment,Residential Building/House,10023,WEST 71 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21095904,08/24/2011 12:00 AM,09/14/2011 12:00 AM,Taxi and Limousine Commission,Taxi Complaint,Street,10038,BROADWAY,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21095917,08/24/2011 12:00 AM,08/24/2011 12:00 AM,Department of Transportation,Sidewalk Condition,Sidewalk,10038,GOLD STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21095965,08/24/2011 12:00 AM,08/26/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10027,BROADWAY,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21095982,08/24/2011 12:00 AM,08/24/2011 12:00 AM,New York City Police Department,Blocked Driveway,Street/Sidewalk,10029,LEXINGTON AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21096011,08/24/2011 12:00 AM,09-09-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10021,EAST 70 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21096014,08/24/2011 12:00 AM,08/25/2011 12:00 AM,Department of Transportation,Broken Muni Meter,Street,10013,LAFAYETTE STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21096025,08/24/2011 12:00 AM,09-09-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10018,WEST 37 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21088152,08/22/2011 12:00 AM,08/26/2011 12:00 AM,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10031,WEST 147 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21089220,08/22/2011 12:00 AM,08/25/2011 12:00 AM,Department of Environmental Protection,Air Quality,,10012,THOMPSON STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21089227,08/22/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Water System,,10027,WEST 125 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21089229,08/22/2011 12:00 AM,08/22/2011 12:00 AM,Department of Environmental Protection,Sewer,,10028,EAST 83 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21089239,08/22/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Sewer,,10035,3 AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21089260,08/22/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Sewer,,10026,LENOX AVENUE,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21096145,08/24/2011 12:00 AM,09/16/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10009,EAST 2 STREET,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21096158,08/24/2011 12:00 AM,08/24/2011 12:00 AM,New York City Police Department,Illegal Parking,Street/Sidewalk,10011,5 AVENUE,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21096184,08/24/2011 12:00 AM,08/25/2011 12:00 AM,New York City Police Department,Vending,Street/Sidewalk,10035,2 AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21096193,08/24/2011 12:00 AM,08/26/2011 12:00 AM,Department of Transportation,Sidewalk Condition,Sidewalk,10029,PARK AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21096216,08/24/2011 12:00 AM,08/24/2011 12:00 AM,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10040,BOGARDUS PLACE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21096242,08/24/2011 12:00 AM,08/24/2011 12:00 AM,New York City Police Department,Bike/Roller/Skate Chronic,Street/Sidewalk,10031,WEST 146 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21096257,08/24/2011 12:00 AM,09/28/2011 12:00 AM,Department of Health and Mental Hygiene,Indoor Air Quality,Commercial Building,10010,EAST 22 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20956930,08-02-2011 0:00,08/26/2011 12:00 AM,Department of Health and Mental Hygiene,Indoor Air Quality,3+ Family Apartment Building,10011,WEST 19 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
20964257,08-03-2011 0:00,09/28/2011 12:00 AM,Department of Health and Mental Hygiene,Indoor Air Quality,3+ Family Apartment Building,10027,WEST 128 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
20964407,08-03-2011 0:00,08/26/2011 12:00 AM,Department of Health and Mental Hygiene,Indoor Air Quality,3+ Family Apartment Building,10002,ELDRIDGE STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
20964318,08-03-2011 0:00,08/26/2011 12:00 AM,Department of Health and Mental Hygiene,Indoor Air Quality,3+ Family Apartment Building,10019,WEST 57 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21093474,08/23/2011 12:00 AM,08/29/2011 12:00 AM,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10039,WEST 147 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21089809,08/23/2011 12:00 AM,08/23/2011 12:00 AM,Department of Transportation,Street Condition,Street,10013,GRAND STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21089834,08/23/2011 12:00 AM,08/23/2011 12:00 AM,Department of Transportation,Street Condition,Street,10012,PRINCE STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21089971,08/23/2011 12:00 AM,08/26/2011 12:00 AM,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),10017,MADISON AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21090182,08/23/2011 12:00 AM,08/24/2011 12:00 AM,New York City Police Department,Illegal Parking,Street/Sidewalk,10027,WEST 123 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21090322,08/23/2011 12:00 AM,08/30/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10128,EAST 96 STREET,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21090335,08/23/2011 12:00 AM,08/29/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,Commercial Building,10038,MAIDEN LANE,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21090484,08/23/2011 12:00 AM,09-02-2011 0:00,Department of Health and Mental Hygiene,Indoor Air Quality,3+ Family Apartment Building,10030,WEST 144 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21090501,08/23/2011 12:00 AM,08/23/2011 12:00 AM,New York City Police Department,Noise - Commercial,Store/Commercial,10001,WEST 31 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21090511,08/23/2011 12:00 AM,09-08-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10001,PENN PLAZA,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21090514,08/23/2011 12:00 AM,08/23/2011 12:00 AM,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10001,WEST 25 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21090521,08/23/2011 12:00 AM,08/26/2011 12:00 AM,Department of Transportation,Broken Muni Meter,Street,10011,5 AVENUE,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21090522,08/23/2011 12:00 AM,08/24/2011 12:00 AM,Exemption Unit,DOF Parking - Tax Exemption,Address,10007,READE STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21090651,08/23/2011 12:00 AM,08/23/2011 12:00 AM,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10009,EAST 13 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21090652,08/23/2011 12:00 AM,09/13/2011 12:00 AM,Taxi and Limousine Commission,Taxi Complaint,,10013,HUDSON STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21090654,08/23/2011 12:00 AM,08/23/2011 12:00 AM,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10009,EAST 13 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21090664,08/23/2011 12:00 AM,08/24/2011 12:00 AM,Exemption Unit,DOF Parking - Tax Exemption,Address,10017,EAST 44 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21090676,08/23/2011 12:00 AM,09/13/2011 12:00 AM,Taxi and Limousine Commission,Taxi Complaint,Street,10009,EAST 7 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21086840,08/22/2011 12:00 AM,08/26/2011 12:00 AM,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10031,WEST 147 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21088193,08/22/2011 12:00 AM,08/26/2011 12:00 AM,Department of Housing Preservation and Development,CONSTRUCTION,RESIDENTIAL BUILDING,10031,WEST 147 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21088218,08/22/2011 12:00 AM,08/26/2011 12:00 AM,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10028,2 AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21089269,08/22/2011 12:00 AM,09-03-2011 0:00,Department of Environmental Protection,Noise,,10001,WEST 33 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21089277,08/22/2011 12:00 AM,08/22/2011 12:00 AM,Department of Environmental Protection,Sewer,,10027,WEST 125 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21089285,08/22/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Lead,,10014,BETHUNE STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21089286,08/22/2011 12:00 AM,08/31/2011 12:00 AM,Department of Environmental Protection,Sewer,,10006,LIBERTY STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21089287,08/22/2011 12:00 AM,08/22/2011 12:00 AM,Department of Environmental Protection,Hazardous Materials,,10003,EAST 4 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21089288,08/22/2011 12:00 AM,08/24/2011 12:00 AM,Department of Environmental Protection,Air Quality,,10002,ESSEX STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21089290,08/22/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Air Quality,,10003,EAST 14 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21089297,08/22/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Sewer,,10030,WEST 143 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21089304,08/22/2011 12:00 AM,08/25/2011 12:00 AM,Department of Environmental Protection,Sewer,,10029,LEXINGTON AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21089308,08/22/2011 12:00 AM,08/22/2011 12:00 AM,Department of Environmental Protection,Asbestos,,10033,AUDOBON AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21089313,08/22/2011 12:00 AM,09-09-2011 0:00,Department of Environmental Protection,Sewer,,10029,EAST 116 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21089321,08/22/2011 12:00 AM,08/23/2011 12:00 AM,Department of Environmental Protection,Sewer,,10011,WEST 21 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21089322,08/22/2011 12:00 AM,08/22/2011 12:00 AM,Department of Environmental Protection,Water System,,10012,MULBERRY STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21090841,08/23/2011 12:00 AM,09/15/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,Public Garden,10039,WEST 146 STREET,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21091010,08/23/2011 12:00 AM,08/23/2011 12:00 AM,3-1-1 Call Center,Noise Survey,Home,10040,WEST 188 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21091162,08/23/2011 12:00 AM,08/23/2011 12:00 AM,New York City Police Department,Illegal Parking,Street/Sidewalk,10013,LISPENARD STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21089729,08/23/2011 12:00 AM,09-01-2011 0:00,Department of Transportation,Street Condition,Street,10128,EAST 96 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21089730,08/23/2011 12:00 AM,09-01-2011 0:00,Department of Transportation,Street Condition,Street,10040,WADSWORTH TERRACE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21089731,08/23/2011 12:00 AM,09-01-2011 0:00,Department of Transportation,Sidewalk Condition,Sidewalk,10033,BROADWAY,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21091352,08/23/2011 12:00 AM,08/24/2011 12:00 AM,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10009,EAST 13 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21091355,08/23/2011 12:00 AM,09/13/2011 12:00 AM,Taxi and Limousine Commission,Taxi Complaint,,10013,BROOME STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21091356,08/23/2011 12:00 AM,09/13/2011 12:00 AM,Taxi and Limousine Commission,Taxi Complaint,,10037,WEST 132 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21091358,08/23/2011 12:00 AM,08/24/2011 12:00 AM,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10005,WALL STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21091433,08/23/2011 12:00 AM,09/28/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10003,EAST 3 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21091451,08/23/2011 12:00 AM,10-03-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10030,ADAM CLAYTON POWELL BOULEVARD,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
